Respondent ID,Respondant Zip Code,Urban or Rural,Age,Gender,Ethnicity,Income Re-scaled see document for re-scaling,Education Re-scaled see document for rescaling,Household size Re-scaled see document for rescaling,Marital,Employment Simple,Elections: I think elections are fair and reliable Re-scaled see document for rescaling,"Last Election: Didn't Vote 0, Democrat 1, Republican 2",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live? ,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions? ,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled: 0=no impact 3=high impact,Energy Crisis Re-scaled 0=no impact 3=high impact,Climate Change Re-scaled 0=no impact 3=high impact,Lack of Natural Resources Re-scaled 0=no impact 3=high impact,Militarty Conflicts Re-scaled 0=no impact 3=high impact,Interstate Conflicts Re-scaled 0=no impact 3=high impact,Employment and Livelihood Re-scaled 0=no impact 3=high impact,Infectious Disease Re-scaled 0=no impact 3=high impact,AI Re-scaled 0=no impact 3=high impact,Cybersecurity Re-scaled 0=no impact 3=high impact,Composite Crisis Score (Sum of all Crisis Scores),Systems Thinking Score 0-36,Trust Score 1-5,Conspiracy 5-20,Complexity 5-20,Openness 3-21,Conscienciousness 3-21,Extroversion 3-21,Agreeableness 3-21,Neuroticism 3-21
2757,85756,Rural,19,Female,Other,1,2,3,Single,Unemployed,1,0,That there is no great gap between rich and poor,Autocracy,Neither,Neither,1,2,2,1,2,1,2,2,3,1,17,16,2.3333333,9,13,14,19,8,18,14
1673,85704,Urban,53,Female,White,6,5,3,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,1,2,1,2,2,2,1,2,16,19,3,9,14,14,13,13,11,12
2349,85033,Urban,33,Female,White,2,3,5,Seperated,Other,0,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,2,3,1,1,3,2,2,1,21,32,3.3333333,11,16,14,16,9,15,20
1677,85741,Urban,83,Female,White,7,5,3,Married,Retired,3,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,3,3,2,1,3,1,3,0,2,21,36,3,5,13,15,21,19,21,17
2205,85251,Urban,67,Male,White,10,6,2,Married,Retired,2,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,1,2,1,1,1,2,2,2,1,2,15,18,3.3333333,7,9,15,21,18,19,3
2793,85361,Rural,50,Female,White,7,5,4,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,1,1,1,2,2,3,3,1,0,17,27,3.3333333,7,14,15,17,15,19,18
1524,86333,Rural,32,Female,Other,5,3,2,Married,Other,1,1,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,3,2,1,2,2,2,1,2,21,24,2.3333333,12,13,15,15,11,14,20
2133,85374,Urban,40,Female,White,5,5,3,Married,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,3,2,2,2,1,1,3,2,1,2,19,25,3,13,13,15,15,18,16,12
2509,85118,Rural,84,Male,White,5,3,2,Widowed,Retired,1,2,That there is no great gap between rich and poor,Autocracy,Autocracy,Autocracy,2,2,1,1,1,2,2,1,2,2,16,18,4,14,11,15,12,13,12,12
2256,85037,Urban,52,Male,Hispanic,4,3,4,Seperated,Employed Part-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,0,1,2,2,2,2,1,2,15,24,2,18,12,15,14,14,21,9
2575,85037,Urban,39,Male,White,5,5,2,Married,Employed Part-time,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,1,0,1,1,1,3,2,2,1,15,26,2.3333333,5,11,16,20,12,19,16
2185,85048,Urban,36,Male,Black,5,3,2,Married,Unemployed,0,1,That I can determine directly/by myself what happens in my country,Autocracy,Democracy,Democracy,2,3,3,1,3,1,3,3,1,1,21,28,4.6666665,6,12,16,16,10,20,10
2511,85307,Urban,35,Male,White,4,5,2,Seperated,Unemployed,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,3,2,1,1,3,2,1,2,21,27,4,8,14,16,16,14,13,12
1879,85201,Urban,69,Female,White,5,6,1,Seperated,Employed Part-time,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,1,3,1,1,1,3,1,3,19,31,4.3333335,8,17,16,15,13,14,8
2613,85345,Urban,26,Female,Hispanic,8,4,6,Married,Other,1,1,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,3,2,1,2,2,3,1,1,21,28,4.6666665,8,20,16,14,7,18,19
1499,85296,Urban,71,Male,White,7,3,2,Married,Retired,0,2,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,0,2,2,1,2,2,2,2,18,26,1.3333334,9,7,16,16,14,13,15
2831,85122,Urban,27,Male,White,6,5,6,Married,Employed Full-time,2,0,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,1,0,2,2,2,0,3,3,1,2,16,19,3,11,15,16,17,17,18,9
1982,85653,Rural,37,Female,Hispanic,8,6,4,Married,Employed Part-time,1,2,That the people elect the respective head of state in free elections,Democracy,Autocracy,Neither,3,2,1,1,1,1,3,3,1,1,17,25,3.6666667,12,13,16,17,13,15,16
2093,85032,Urban,39,Male,White,2,4,6,Married,Employed Part-time,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,3,0,0,2,1,3,1,2,2,16,19,3,16,12,16,15,14,15,17
2817,85138,Urban,70,Female,White,5,5,3,Married,Retired,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,2,3,1,1,1,1,3,3,1,1,17,22,3.6666667,7,15,17,21,16,19,10
2625,85705,Urban,29,Female,Hispanic,1,0,5,Seperated,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,3,2,3,2,2,1,3,2,1,2,21,25,3,12,17,17,14,19,12,14
2042,86442,Rural,42,Female,White,1,2,3,Seperated,Employed Part-time,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,3,3,3,2,1,3,1,2,2,22,32,1,14,14,17,13,17,15,20
2494,85019,Urban,53,Female,White,1,3,1,Married,Employed Full-time,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,1,1,0,1,1,3,1,2,2,15,29,3,10,15,18,21,14,19,9
2792,85351,Urban,69,Female,White,4,5,1,Widowed,Retired,2,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,3,0,2,2,0,2,3,2,20,26,4,10,17,18,18,19,17,7
2751,85282,Rural,40,Male,White,2,3,2,Seperated,Other,1,0,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,2,2,2,1,2,1,2,2,3,1,18,19,3.3333333,16,12,18,21,16,20,5
2097,85051,Urban,27,Male,White,4,2,4,Single,Unemployed,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,2,1,2,2,2,2,1,20,28,3.3333333,6,17,19,15,17,13,11
2594,85747,Urban,74,Male,White,7,5,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,2,1,1,2,2,2,2,18,29,4.6666665,8,16,19,21,17,19,6
1664,85193,Rural,35,Male,Hispanic,1,2,1,Single,Unemployed,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Autocracy,2,3,3,2,3,2,3,2,1,1,22,26,2,9,12,19,15,16,19,9
1906,86436,Rural,72,Male,White,5,5,2,Married,Employed Part-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,1,0,3,2,1,2,2,2,19,25,2,10,12,19,19,11,18,5
1752,85381,Urban,49,Female,White,6,4,6,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Neither,3,1,0,3,1,3,3,3,0,0,17,20,4,13,10,19,21,17,19,7
2411,85704,Urban,46,Female,Hispanic,7,4,5,Married,Employed Full-time,2,2,That there is a well-functioning social system,Autocracy,Neither,Neither,1,3,1,2,0,0,3,1,2,3,16,24,3,14,10,19,21,15,16,7
2125,85013,Urban,29,Female,Native American,3,3,1,Single,Employed Full-time,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,1,2,1,1,2,3,2,1,1,17,28,3,5,18,20,13,6,14,14
1784,85364,Urban,37,Male,White,8,5,4,Married,Employed Full-time,3,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,2,3,3,2,2,2,2,2,1,22,24,2.6666667,9,15,20,20,11,21,7
1544,85712,Urban,31,Female,Hispanic,1,2,5,Single,Other,0,0,That there is no great gap between rich and poor,Democracy,Neither,Neither,3,3,3,3,1,1,3,3,1,1,22,27,1.3333334,14,9,20,18,15,17,20
1806,85009,Urban,42,Male,White,9,5,5,Married,Employed Full-time,1,1,That there is no great gap between rich and poor,Democracy,Democracy,Democracy,3,2,2,1,3,2,2,1,2,2,20,26,3.6666667,14,15,20,18,14,14,15
2814,85201,Urban,21,Female,White,1,2,1,Seperated,Unemployed,1,0,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,3,1,2,1,1,2,2,3,1,1,17,36,1,15,15,20,16,10,15,21
1875,85345,Urban,22,Female,White,1,3,2,Single,Other,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,3,3,1,3,3,0,3,0,22,34,1.6666666,9,16,21,17,9,16,18
1770,85207,Urban,55,Female,White,5,6,1,Seperated,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,3,3,2,1,1,2,3,1,2,21,34,2.3333333,9,15,21,19,15,18,13
2766,85007,Rural,28,Male,Black,7,2,1,Single,Unemployed,3,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,2,3,3,0,2,3,3,1,0,20,29,4,10,13,21,21,12,21,8
2027,86438,Rural,57,Male,White,1,5,1,Seperated,Retired,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,0,3,3,0,3,1,3,2,21,35,1,11,7,21,19,11,21,8
2851,85009,Urban,21,Female,Black,6,2,1,Single,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Democracy,3,3,3,0,0,3,3,0,1,2,18,20,5,12,17,21,20,14,21,9
1682,85215,Urban,31,Female,White,4,4,6,Married,Employed Full-time,1,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,1,0,3,1,3,3,1,1,14,18,1.6666666,14,11,21,21,15,17,6
1852,85296,Urban,69,Female,White,8,2,1,Married,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,2,2,2,2,1,2,2,2,1,18,22,2.6666667,8,11,7,11,5,20,14
2865,86004,Urban,22,Female,White,1,5,5,Married,Unemployed,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,0,1,1,0,2,3,1,2,0,13,23,4,8,15,7,13,8,16,16
1952,0,Urban,72,Female,White,4,2,2,Married,Employed Part-time,2,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,2,0,1,1,1,2,3,19,23,3.3333333,9,15,7,20,16,18,13
2607,85933,Rural,71,Female,White,6,3,2,Married,Employed Part-time,3,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,2,3,2,2,2,1,3,0,2,20,21,2.3333333,8,16,9,21,8,21,14
2150,86404,Rural,49,Female,White,5,2,3,Widowed,Employed Full-time,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,0,0,1,2,1,3,1,2,1,13,19,2.6666667,12,11,9,21,3,12,12
1965,85301,Urban,29,Female,White,1,2,1,Single,Employed Part-time,2,2,That the people elect the respective head of state in free elections,Democracy,Autocracy,Autocracy,3,1,2,2,0,1,2,3,1,1,16,18,3.3333333,12,11,9,9,11,12,10
1623,85381,Urban,65,Female,White,8,5,1,Seperated,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,2,0,2,2,3,2,0,1,17,26,3,6,16,10,20,16,14,7
1746,85051,Rural,34,Male,Black,2,2,1,Single,Other,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,3,3,3,0,2,3,1,2,0,17,24,2,9,16,10,14,19,16,11
1589,85249,Urban,54,Male,White,10,5,4,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,1,2,1,1,2,1,2,2,16,12,4.3333335,11,9,10,17,12,13,8
2441,85301,Urban,35,Male,White,6,5,3,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,2,3,3,3,2,1,1,1,22,27,2,10,16,11,12,12,13,17
2556,85282,Rural,59,Male,Asian,10,5,2,Married,Employed Full-time,2,2,That there is a well-functioning social system,Autocracy,Autocracy,Democracy,1,2,2,1,2,1,2,1,2,2,16,17,3,11,15,11,8,10,13,12
2100,85249,Rural,54,Male,White,4,6,5,Seperated,Employed Full-time,0,2,That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,2,2,1,2,3,1,3,1,1,2,18,20,3,11,10,11,18,8,14,7
2272,85742,Urban,57,Male,Hispanic,6,3,3,Married,Employed Full-time,0,0,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,1,2,3,3,2,1,3,2,1,1,19,19,3.3333333,11,17,11,16,17,8,13
2608,85086,Urban,73,Female,White,8,5,1,Widowed,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,0,2,2,2,1,2,2,1,16,25,4.3333335,14,10,11,20,14,18,7
1485,85297,Urban,74,Male,White,10,6,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,2,1,2,1,3,1,1,17,28,4,8,15,12,19,16,16,9
2109,85037,Urban,35,Male,Hispanic,6,2,2,Single,Employed Full-time,0,2,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Autocracy,2,2,3,2,2,1,1,2,2,2,19,18,1.6666666,9,13,12,13,8,13,13
1520,85716,Urban,25,Female,Hispanic,5,5,2,Married,Other,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,1,1,1,1,2,3,1,1,15,27,2.6666667,9,13,12,19,11,17,12
2425,85205,Rural,26,Female,White,3,5,4,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,2,3,2,2,1,3,1,1,21,29,1.6666666,10,14,12,21,12,21,18
2074,85298,Rural,43,Female,White,7,5,5,Married,Employed Full-time,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,1,2,2,1,2,1,2,2,19,24,2,10,10,12,14,12,11,13
2124,85022,Urban,57,Male,Black,4,2,3,Married,Retired,1,2,That there is a well-functioning social system,Autocracy,Autocracy,Autocracy,2,2,1,1,2,2,3,0,1,2,16,2,3,10,9,12,14,12,15,9
2367,85373,Urban,57,Male,White,6,6,3,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,2,1,1,2,2,1,2,19,21,3.6666667,5,16,13,18,9,16,5
2468,85613,Rural,26,Female,White,5,5,2,Married,Other,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,1,3,2,1,1,3,2,1,1,18,27,4,6,14,13,10,11,12,14
2091,85748,Rural,38,Female,White,8,3,4,Single,Employed Full-time,0,0,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,1,1,1,1,2,2,1,2,17,34,3,8,14,13,18,17,10,17
2491,85365,Urban,69,Female,Hispanic,6,3,3,Married,Retired,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,3,3,2,3,3,2,2,1,0,22,24,4,8,18,13,21,10,21,11
1459,85648,Rural,55,Male,Hispanic,5,5,5,Married,Employed Full-time,2,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,1,1,2,3,2,2,1,2,2,1,17,24,2,9,16,13,17,12,16,10
2227,85132,Urban,25,Male,Asian,1,3,1,Single,Employed Full-time,3,0,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Neither,1,2,2,2,2,2,3,2,0,1,17,17,2.6666667,9,14,13,13,12,16,10
2598,85705,Urban,48,Male,Hispanic,5,2,1,Seperated,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,1,2,2,1,1,2,2,1,2,17,22,3,9,12,13,15,9,11,9
2136,85032,Urban,44,Male,White,5,5,1,Single,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,2,1,2,1,2,1,2,1,2,17,28,3,9,12,13,14,6,19,12
1674,85001,Urban,26,Female,Hispanic,7,5,4,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,2,1,2,2,2,1,1,19,21,3.3333333,11,12,13,16,19,17,18
2334,85050,Urban,69,Female,White,7,4,3,Seperated,Retired,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,1,3,2,1,1,3,1,18,27,3,13,8,13,19,18,19,10
1800,85260,Urban,70,Female,White,1,3,1,Seperated,Retired,2,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,1,1,1,3,3,0,1,18,34,1.3333334,5,15,14,21,15,21,13
2430,85737,Urban,39,Female,White,5,5,2,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,3,1,1,3,3,0,1,20,30,2.3333333,5,17,14,17,9,19,19
2510,85379,Urban,37,Female,Hispanic,3,3,6,Single,Employed Part-time,2,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,1,3,1,2,3,2,0,1,19,21,3,5,13,14,15,13,16,12
1801,85208,Urban,39,Male,White,2,3,3,Married,Other,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,2,2,0,1,3,2,1,1,18,22,3,7,16,14,15,12,18,19
1844,85225,Rural,56,Female,White,10,6,2,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,3,3,3,2,3,3,1,2,1,1,22,24,3.3333333,7,12,14,18,14,13,7
2571,86440,Urban,24,Female,Hispanic,2,2,5,Single,Employed Part-time,2,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,1,2,3,1,0,1,3,3,0,1,15,21,2,8,14,14,18,13,17,13
1603,85282,Rural,55,Female,White,8,3,3,Married,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,2,2,2,1,2,3,1,1,1,17,22,4,8,15,14,17,14,19,13
2618,85033,Urban,20,Female,White,2,3,6,Single,Employed Part-time,1,0,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,1,0,1,2,2,3,1,3,0,1,14,22,2.3333333,9,16,14,11,11,15,16
1568,85395,Urban,71,Male,White,10,3,2,Married,Retired,1,2,That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,3,3,0,3,3,3,2,0,2,1,20,29,4,11,10,14,13,15,19,15
2856,85308,Urban,29,Female,White,4,2,3,Single,Employed Full-time,1,2,That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Democracy,3,3,3,2,2,1,2,2,2,1,21,25,2.6666667,13,15,14,19,16,16,14
2322,85388,Urban,38,Male,White,3,2,2,Single,Employed Full-time,0,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,3,2,3,1,1,2,3,1,1,19,22,3,13,9,14,17,14,18,12
2254,85008,Rural,24,Male,Hispanic,7,2,1,Single,Employed Full-time,2,0,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,1,1,2,1,1,1,2,1,2,2,14,25,3,13,15,14,13,12,14,12
2154,85213,Urban,24,Male,White,7,5,2,Single,Employed Full-time,1,0,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,1,2,1,1,3,3,0,1,18,32,2.3333333,14,13,14,15,11,19,11
2106,85224,Urban,23,Female,White,1,5,1,Single,Employed Full-time,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,0,1,0,1,3,2,1,1,13,30,4,15,10,14,16,21,17,20
2193,85131,Rural,33,Male,Hispanic,3,2,3,Married,Other,1,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,1,1,1,3,2,1,1,1,3,2,16,20,1.6666666,16,15,14,16,18,16,14
1683,85268,Rural,66,Female,White,4,5,1,Widowed,Retired,0,2,That the people elect the respective head of state in free elections,Autocracy,Autocracy,Autocracy,3,2,0,3,2,2,2,2,0,2,18,27,4,17,8,14,21,19,16,7
2883,85008,Urban,32,Male,White,4,2,3,Single,Employed Full-time,1,2,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,1,1,2,2,1,2,2,1,1,2,15,19,2,5,11,15,17,13,13,11
2573,85260,Urban,52,Female,White,9,6,4,Seperated,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,0,0,2,1,2,1,2,14,31,2,5,15,15,21,14,18,9
2726,85345,Urban,33,Female,Hispanic,4,2,5,Married,Unemployed,1,0,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,2,2,3,2,0,2,3,3,0,0,17,23,4.3333335,5,14,15,20,15,20,10
1822,85204,Urban,62,Female,White,8,5,1,Seperated,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,3,1,1,2,0,2,3,1,17,23,4.3333335,8,13,15,14,19,16,15
2813,85331,Urban,30,Female,Hispanic,3,4,6,Single,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,2,1,1,1,2,1,3,18,30,4.3333335,8,17,15,19,14,18,13
1755,85621,Rural,20,Female,Hispanic,2,2,4,Single,Employed Full-time,1,0,That the people elect the respective head of state in free elections,Democracy,Autocracy,Neither,3,3,3,2,1,2,2,1,2,1,20,20,2.6666667,9,17,15,16,13,16,8
1631,85260,Rural,38,Male,White,5,5,1,Single,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,2,1,0,1,2,2,1,2,17,26,3.3333333,12,11,15,18,19,20,10
1925,85022,Urban,29,Female,White,6,4,4,Married,Employed Full-time,0,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,2,2,2,1,2,2,2,0,2,17,25,2,5,9,16,17,12,15,15
2418,85755,Urban,56,Female,White,5,3,1,Seperated,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,1,2,1,2,2,2,1,1,18,24,2.3333333,5,13,16,18,12,14,9
2537,85339,Urban,56,Female,Black,6,5,3,Married,Employed Full-time,3,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,3,2,1,2,1,2,1,2,18,24,4.3333335,5,14,16,17,15,17,17
1991,85540,Rural,53,Male,White,7,4,2,Married,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,3,1,1,1,2,1,1,1,3,17,26,2,7,11,16,19,9,15,9
2857,85706,Urban,20,Male,Hispanic,5,3,4,Single,Other,3,0,That the people elect the respective head of state in free elections,Autocracy,Autocracy,Autocracy,3,2,3,2,2,2,3,2,0,1,20,26,2.3333333,8,15,16,14,9,15,16
1655,85641,Urban,32,Female,Black,7,4,3,Married,Unemployed,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,2,3,1,2,2,3,1,2,0,19,32,2.6666667,8,19,16,14,14,18,12
2304,85306,Urban,58,Male,White,7,2,6,Single,Employed Full-time,1,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,2,1,1,1,2,3,2,1,0,16,29,3,8,14,16,13,12,15,6
1980,85713,Urban,22,Female,Hispanic,7,2,5,Married,Unemployed,1,1,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,3,1,2,2,1,1,3,2,1,1,17,20,2.3333333,9,11,16,12,15,17,13
2389,85367,Urban,18,Male,Black,1,2,5,Single,Employed Part-time,3,0,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,2,1,3,1,1,2,2,2,0,2,16,26,3.3333333,13,12,16,13,8,17,16
1900,85048,Urban,31,Female,Hispanic,6,5,3,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,2,2,2,2,1,1,2,19,22,2.6666667,15,13,16,14,12,13,12
1924,85224,Urban,26,Male,White,1,2,1,Single,Employed Part-time,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,1,1,1,1,1,3,3,0,1,15,19,1.6666666,5,9,17,21,15,19,9
1878,85742,Urban,50,Female,White,10,6,3,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,1,2,0,2,2,2,16,29,3.3333333,5,15,17,16,19,17,16
2852,85379,Urban,23,Female,Hispanic,2,3,6,Single,Employed Full-time,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,2,2,2,2,2,2,1,2,1,2,18,20,2.6666667,6,16,17,15,11,19,10
1825,86005,Rural,28,Female,Hispanic,4,3,1,Seperated,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,1,2,1,1,2,3,1,1,16,20,3.3333333,10,14,17,16,15,14,17
1759,85040,Urban,20,Male,Hispanic,1,2,5,Single,Other,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,3,1,2,1,3,3,1,0,19,27,3.3333333,11,18,17,17,12,20,8
2410,85301,Urban,20,Male,Hispanic,6,2,6,Single,Unemployed,1,1,That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,1,3,2,0,1,3,3,0,1,17,23,2.3333333,8,16,18,14,8,16,14
2628,85208,Urban,27,Female,White,3,2,3,Single,Other,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,2,3,3,3,1,3,2,1,1,22,30,3,9,13,18,19,18,20,16
2327,85122,Urban,57,Female,White,3,5,6,Seperated,Unemployed,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,3,3,2,2,1,3,1,1,20,34,3,10,16,18,18,13,19,15
2743,85023,Urban,40,Female,White,6,4,3,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,2,2,3,2,0,1,2,1,2,2,17,23,4,11,8,18,19,19,19,7
2363,85345,Urban,26,Female,Hispanic,1,3,6,Married,Other,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Democracy,3,2,1,2,1,1,3,2,1,1,17,29,3.6666667,13,13,18,14,10,19,19
1705,86401,Rural,50,Male,White,3,3,2,Single,Employed Part-time,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,3,3,3,3,1,1,0,20,29,2.6666667,17,7,18,21,17,21,13
1671,85020,Urban,58,Male,White,8,5,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,3,3,2,2,1,3,1,1,19,36,4.3333335,8,20,19,19,19,20,6
1877,85024,Urban,38,Male,Hispanic,6,3,1,Single,Employed Full-time,0,2,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Autocracy,3,1,1,1,2,2,1,2,2,1,16,36,2.6666667,13,12,19,19,12,18,11
