Respondent ID,Respondant Zip Code,Urban or Rural,Age,Gender,Ethnicity,Income,Education,Household Size,Marital,Employment,Elections: I think elections are fair and reliable Re-scaled see document for rescaling,"Last Election: Didn't Vote 0, Democrat 1, Republican 2",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live?,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions?,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled: 0=no impact 3=high impact,Energy Crisis Re-scaled 0=no impact 3=high impact,Climate Change Re-scaled 0=no impact 3=high impact,Lack of Natural Resources Re-scaled 0=no impact 3=high impact,Militarty Conflicts Re-scaled 0=no impact 3=high impact,Interstate Conflicts Re-scaled 0=no impact 3=high impact,Employment and Livelihood Re-scaled 0=no impact 3=high impact,Infectious Disease Re-scaled 0=no impact 3=high impact,AI Re-scaled 0=no impact 3=high impact,Cybersecurity Re-scaled 0=no impact 3=high impact,Composite Crisis Score (Sum of all Crisis Scores),Systems Thinking Score 0-1,Trust Score 0-1,Conspiracy 0-1,Complexity 0-1,Openness 0-1,Conscientiousness 0-1,Extraversion 0-1,Agreeableness 0-1,Neuroticism 0-1
1891,85259,Urban,74,Male,White,8,3,2,Married,Employed Part-time,1,2,That there is a well-functioning social system,Democracy,Neither,Neither,1,1,1,2,1,2,2,1,2,2,15,0.5,0.5,0.5333333333,0.5333333333,0.4444444444,0.7222222222,0.5555555556,0.7222222222,0.2222222222
1681,85015,Urban,28,Male,White,4,2,4,Single,Employed Part-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,2,2,1,1,3,3,0,2,20,0.7777777778,0.08333335,0.2,0.6,0.5,0.6111111111,0.1111111111,0.6666666667,0.9444444444
1687,85755,Urban,67,Male,White,7,6,2,Married,Retired,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,1,1,3,1,1,2,2,17,0.9166666667,0.08333335,0.2,0.3333333333,0.5,0.8333333333,0.5555555556,0.5555555556,0.2777777778
1511,85719,Rural,49,Male,Hispanic,9,6,3,Married,Employed Full-time,3,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Neither,3,3,2,2,1,2,1,1,2,3,20,0.4722222222,0.416666675,0.2,0.6,0.5,0.6111111111,0.5555555556,0.7222222222,0.3888888889
2115,85353,Urban,44,Female,Hispanic,2,2,4,Single,Employed Full-time,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,3,3,3,3,1,2,2,1,24,0.5277777778,0.333333325,0.4,0.3333333333,0.5,0.6111111111,0.3888888889,0.5555555556,0.4444444444
2697,85705,Urban,59,Female,White,1,4,1,Seperated,Retired,1,1,That there is a well-functioning social system,Democracy,Neither,Neither,2,2,2,2,2,2,2,2,1,2,19,0.5,0.583333325,0.4,0.6,0.5,0.5,0.5,0.5,0.5
2819,85364,Rural,37,Male,Hispanic,1,2,6,Married,Other,2,2,That the people elect the respective head of state in free elections,Democracy,Autocracy,Autocracy,0,0,1,1,2,3,1,2,3,0,13,0.4444444444,0.75,0.4666666667,0.6,0.5,0.9444444444,0.4444444444,0.9444444444,0.5
1829,85634,Urban,41,Male,Native American,5,2,2,Single,Employed Full-time,1,1,That I can determine directly/by myself what happens in my country,Autocracy,Democracy,Democracy,2,1,2,1,2,1,3,2,1,2,17,0.4166666667,0.5,0.6,0.3333333333,0.5,0.5555555556,0.3888888889,0.6666666667,0.3888888889
1870,85379,Urban,45,Male,Native American,7,4,3,Married,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,3,2,2,2,2,1,2,21,0.5277777778,0.416666675,0.1333333333,0.5333333333,0.5555555556,0.7777777778,0.6111111111,0.8333333333,0.3333333333
2735,85382,Urban,62,Female,White,8,3,2,Married,Employed Full-time,3,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,2,1,2,1,2,1,2,2,2,2,17,0.5277777778,0.5,0.3333333333,0.5333333333,0.5555555556,0.8888888889,0.5555555556,0.8888888889,0.5
1725,85364,Urban,43,Female,Hispanic,3,3,5,Married,Employed Full-time,2,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,2,1,2,2,2,2,2,1,18,0.3888888889,0.5,0.4,0.5333333333,0.5555555556,0.6111111111,0.5,0.8333333333,0.8333333333
1960,85086,Urban,51,Female,White,9,6,2,Married,Employed Full-time,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,1,2,2,1,3,2,1,2,19,0.8055555556,0.5,0.4,0.4,0.5555555556,0.9444444444,0.7777777778,0.8888888889,0.2777777778
2577,85345,Urban,33,Male,White,7,5,4,Married,Employed Full-time,1,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Autocracy,2,2,1,1,2,2,2,2,1,2,17,0.6111111111,0.416666675,0.4666666667,0.6,0.5555555556,0.5,0.5555555556,0.5555555556,0.4444444444
2696,85308,Urban,74,Male,White,5,2,2,Married,Retired,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,3,0,1,3,2,1,3,1,2,19,0.6666666667,0.16666665,0.5333333333,0.2666666667,0.5555555556,0.7777777778,0.4444444444,0.4444444444,0.4444444444
2382,0,Urban,42,Female,White,1,6,1,Single,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,1,1,1,2,1,3,2,1,2,17,0.6666666667,0.666666675,0.6,0.5333333333,0.5555555556,1,0.2222222222,0.9444444444,0.8333333333
1961,0,Urban,59,Male,White,1,3,1,Seperated,Unemployed,0,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,0,0,0,1,2,3,2,0,2,12,0.4722222222,0.5,0.6666666667,0.4,0.5555555556,0.4444444444,0.5,0.6666666667,0.2222222222
2232,85742,Urban,20,Male,Asian,7,3,4,Single,Other,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,2,3,2,0,0,3,1,3,2,19,0.6111111111,0.666666675,0,0.7333333333,0.6111111111,0.5,0.3888888889,0.3888888889,0.6666666667
2342,85756,Urban,26,Male,White,4,3,1,Single,Employed Full-time,0,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,1,2,2,3,3,3,0,0,20,0.7222222222,0.25,0.1333333333,0.3333333333,0.6111111111,0.4444444444,0.4444444444,0.8333333333,0.7777777778
2006,85207,Rural,60,Female,White,3,2,5,Widowed,Employed Part-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,2,2,1,3,1,3,1,21,0.5277777778,0.5,0.1333333333,0.6666666667,0.6111111111,0.7777777778,0.7777777778,0.6111111111,0.4444444444
2530,85138,Urban,75,Male,White,8,3,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,1,2,1,0,1,3,3,1,1,14,0.5555555556,0.666666675,0.1333333333,0.6,0.6111111111,0.7777777778,0.6666666667,0.8888888889,0.6666666667
2815,86442,Rural,29,Female,White,1,2,1,Single,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,2,3,2,2,1,2,3,2,1,21,0.7222222222,0.5,0.2,0.6666666667,0.6111111111,1,0.7777777778,0.6666666667,0.3333333333
2674,85712,Urban,49,Female,White,8,5,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,0,1,1,1,3,2,2,16,0.9166666667,0.75,0.2,0.7333333333,0.6111111111,0.5,0.5555555556,0.5555555556,0.5
2274,85207,Urban,28,Male,White,5,3,3,Married,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,1,0,1,3,3,1,1,18,0.6111111111,0.16666665,0.2666666667,0.6666666667,0.6111111111,0.8888888889,0.6111111111,0.8888888889,0.3888888889
2757,85756,Rural,19,Female,Other,1,2,3,Single,Unemployed,1,0,That there is no great gap between rich and poor,Autocracy,Neither,Neither,1,2,2,1,2,1,2,2,3,1,17,0.4444444444,0.333333325,0.2666666667,0.5333333333,0.6111111111,0.8888888889,0.2777777778,0.8333333333,0.6111111111
1673,85704,Urban,53,Female,White,6,5,3,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,1,2,1,2,2,2,1,2,16,0.5277777778,0.5,0.2666666667,0.6,0.6111111111,0.5555555556,0.5555555556,0.4444444444,0.5
2349,85033,Urban,33,Female,White,2,3,5,Seperated,Other,0,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,2,3,1,1,3,2,2,1,21,0.8888888889,0.583333325,0.4,0.7333333333,0.6111111111,0.7222222222,0.3333333333,0.6666666667,0.9444444444
1677,85741,Urban,83,Female,White,7,5,3,Married,Retired,3,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,3,3,2,1,3,1,3,0,2,21,1,0.5,0,0.5333333333,0.6666666667,1,0.8888888889,1,0.7777777778
2205,85251,Urban,67,Male,White,10,6,2,Married,Retired,2,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,1,2,1,1,1,2,2,2,1,2,15,0.5,0.583333325,0.1333333333,0.2666666667,0.6666666667,1,0.8333333333,0.8888888889,0
2793,85361,Rural,50,Female,White,7,5,4,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,1,1,1,2,2,3,3,1,0,17,0.75,0.583333325,0.1333333333,0.6,0.6666666667,0.7777777778,0.6666666667,0.8888888889,0.8333333333
1524,86333,Rural,32,Female,Other,5,3,2,Married,Other,1,1,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,3,2,1,2,2,2,1,2,21,0.6666666667,0.333333325,0.4666666667,0.5333333333,0.6666666667,0.6666666667,0.4444444444,0.6111111111,0.9444444444
2133,85374,Urban,40,Female,White,5,5,3,Married,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,3,2,2,2,1,1,3,2,1,2,19,0.6944444444,0.5,0.5333333333,0.5333333333,0.6666666667,0.6666666667,0.8333333333,0.7222222222,0.5
2509,85118,Rural,84,Male,White,5,3,2,Widowed,Retired,1,2,That there is no great gap between rich and poor,Autocracy,Autocracy,Autocracy,2,2,1,1,1,2,2,1,2,2,16,0.5,0.75,0.6,0.4,0.6666666667,0.5,0.5555555556,0.5,0.5
2256,85037,Urban,52,Male,Hispanic,4,3,4,Seperated,Employed Part-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,0,1,2,2,2,2,1,2,15,0.6666666667,0.25,0.8666666667,0.4666666667,0.6666666667,0.6111111111,0.6111111111,1,0.3333333333
2575,85037,Urban,39,Male,White,5,5,2,Married,Employed Part-time,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,1,0,1,1,1,3,2,2,1,15,0.7222222222,0.333333325,0,0.4,0.7222222222,0.9444444444,0.5,0.8888888889,0.7222222222
2185,85048,Urban,36,Male,Black,5,3,2,Married,Unemployed,0,1,That I can determine directly/by myself what happens in my country,Autocracy,Democracy,Democracy,2,3,3,1,3,1,3,3,1,1,21,0.7777777778,0.916666625,0.06666666667,0.4666666667,0.7222222222,0.7222222222,0.3888888889,0.9444444444,0.3888888889
2511,85307,Urban,35,Male,White,4,5,2,Seperated,Unemployed,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,3,2,1,1,3,2,1,2,21,0.75,0.75,0.2,0.6,0.7222222222,0.7222222222,0.6111111111,0.5555555556,0.5
1879,85201,Urban,69,Female,White,5,6,1,Seperated,Employed Part-time,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,1,3,1,1,1,3,1,3,19,0.8611111111,0.833333375,0.2,0.8,0.7222222222,0.6666666667,0.5555555556,0.6111111111,0.2777777778
2613,85345,Urban,26,Female,Hispanic,8,4,6,Married,Other,1,1,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,3,2,1,2,2,3,1,1,21,0.7777777778,0.916666625,0.2,1,0.7222222222,0.6111111111,0.2222222222,0.8333333333,0.8888888889
1499,85296,Urban,71,Male,White,7,3,2,Married,Retired,0,2,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,0,2,2,1,2,2,2,2,18,0.7222222222,0.08333335,0.2666666667,0.1333333333,0.7222222222,0.7222222222,0.6111111111,0.5555555556,0.6666666667
2831,85122,Urban,27,Male,White,6,5,6,Married,Employed Full-time,2,0,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,1,0,2,2,2,0,3,3,1,2,16,0.5277777778,0.5,0.4,0.6666666667,0.7222222222,0.7777777778,0.7777777778,0.8333333333,0.3333333333
1982,85653,Rural,37,Female,Hispanic,8,6,4,Married,Employed Part-time,1,2,That the people elect the respective head of state in free elections,Democracy,Autocracy,Neither,3,2,1,1,1,1,3,3,1,1,17,0.6944444444,0.666666675,0.4666666667,0.5333333333,0.7222222222,0.7777777778,0.5555555556,0.6666666667,0.7222222222
2093,85032,Urban,39,Male,White,2,4,6,Married,Employed Part-time,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,3,0,0,2,1,3,1,2,2,16,0.5277777778,0.5,0.7333333333,0.4666666667,0.7222222222,0.6666666667,0.6111111111,0.6666666667,0.7777777778
2817,85138,Urban,70,Female,White,5,5,3,Married,Retired,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,2,3,1,1,1,1,3,3,1,1,17,0.6111111111,0.666666675,0.1333333333,0.6666666667,0.7777777778,1,0.7222222222,0.8888888889,0.3888888889
2625,85705,Urban,29,Female,Hispanic,1,0,5,Seperated,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,3,2,3,2,2,1,3,2,1,2,21,0.6944444444,0.5,0.4666666667,0.8,0.7777777778,0.6111111111,0.8888888889,0.5,0.6111111111
2042,86442,Rural,42,Female,White,1,2,3,Seperated,Employed Part-time,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,3,3,3,2,1,3,1,2,2,22,0.8888888889,0,0.6,0.6,0.7777777778,0.5555555556,0.7777777778,0.6666666667,0.9444444444
2494,85019,Urban,53,Female,White,1,3,1,Married,Employed Full-time,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,1,1,0,1,1,3,1,2,2,15,0.8055555556,0.5,0.3333333333,0.6666666667,0.8333333333,1,0.6111111111,0.8888888889,0.3333333333
2792,85351,Urban,69,Female,White,4,5,1,Widowed,Retired,2,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,3,0,2,2,0,2,3,2,20,0.7222222222,0.75,0.3333333333,0.8,0.8333333333,0.8333333333,0.8888888889,0.7777777778,0.2222222222
2751,85282,Rural,40,Male,White,2,3,2,Seperated,Other,1,0,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,2,2,2,1,2,1,2,2,3,1,18,0.5277777778,0.583333325,0.7333333333,0.4666666667,0.8333333333,1,0.7222222222,0.9444444444,0.1111111111
2097,85051,Urban,27,Male,White,4,2,4,Single,Unemployed,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,2,1,2,2,2,2,1,20,0.7777777778,0.583333325,0.06666666667,0.8,0.8888888889,0.6666666667,0.7777777778,0.5555555556,0.4444444444
2594,85747,Urban,74,Male,White,7,5,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,2,1,1,2,2,2,2,18,0.8055555556,0.916666625,0.2,0.7333333333,0.8888888889,1,0.7777777778,0.8888888889,0.1666666667
1664,85193,Rural,35,Male,Hispanic,1,2,1,Single,Unemployed,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Autocracy,2,3,3,2,3,2,3,2,1,1,22,0.7222222222,0.25,0.2666666667,0.4666666667,0.8888888889,0.6666666667,0.7222222222,0.8888888889,0.3333333333
1906,86436,Rural,72,Male,White,5,5,2,Married,Employed Part-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,1,0,3,2,1,2,2,2,19,0.6944444444,0.25,0.3333333333,0.4666666667,0.8888888889,0.8888888889,0.4444444444,0.8333333333,0.1111111111
1752,85381,Urban,49,Female,White,6,4,6,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Neither,3,1,0,3,1,3,3,3,0,0,17,0.5555555556,0.75,0.5333333333,0.3333333333,0.8888888889,1,0.7777777778,0.8888888889,0.2222222222
2411,85704,Urban,46,Female,Hispanic,7,4,5,Married,Employed Full-time,2,2,That there is a well-functioning social system,Autocracy,Neither,Neither,1,3,1,2,0,0,3,1,2,3,16,0.6666666667,0.5,0.6,0.3333333333,0.8888888889,1,0.6666666667,0.7222222222,0.2222222222
2125,85013,Urban,29,Female,Native American,3,3,1,Single,Employed Full-time,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,1,2,1,1,2,3,2,1,1,17,0.7777777778,0.5,0,0.8666666667,0.9444444444,0.5555555556,0.1666666667,0.6111111111,0.6111111111
1784,85364,Urban,37,Male,White,8,5,4,Married,Employed Full-time,3,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,2,3,3,2,2,2,2,2,1,22,0.6666666667,0.416666675,0.2666666667,0.6666666667,0.9444444444,0.9444444444,0.4444444444,1,0.2222222222
1544,85712,Urban,31,Female,Hispanic,1,2,5,Single,Other,0,0,That there is no great gap between rich and poor,Democracy,Neither,Neither,3,3,3,3,1,1,3,3,1,1,22,0.75,0.08333335,0.6,0.2666666667,0.9444444444,0.8333333333,0.6666666667,0.7777777778,0.9444444444
1806,85009,Urban,42,Male,White,9,5,5,Married,Employed Full-time,1,1,That there is no great gap between rich and poor,Democracy,Democracy,Democracy,3,2,2,1,3,2,2,1,2,2,20,0.7222222222,0.666666675,0.6,0.6666666667,0.9444444444,0.8333333333,0.6111111111,0.6111111111,0.6666666667
2814,85201,Urban,21,Female,White,1,2,1,Seperated,Unemployed,1,0,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,3,1,2,1,1,2,2,3,1,1,17,1,0,0.6666666667,0.6666666667,0.9444444444,0.7222222222,0.3888888889,0.6666666667,1
1875,85345,Urban,22,Female,White,1,3,2,Single,Other,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,3,3,1,3,3,0,3,0,22,0.9444444444,0.16666665,0.2666666667,0.7333333333,1,0.7777777778,0.3333333333,0.7222222222,0.8333333333
1770,85207,Urban,55,Female,White,5,6,1,Seperated,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,3,3,2,1,1,2,3,1,2,21,0.9444444444,0.333333325,0.2666666667,0.6666666667,1,0.8888888889,0.6666666667,0.8333333333,0.5555555556
2766,85007,Rural,28,Male,Black,7,2,1,Single,Unemployed,3,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,2,3,3,0,2,3,3,1,0,20,0.8055555556,0.75,0.3333333333,0.5333333333,1,1,0.5,1,0.2777777778
2027,86438,Rural,57,Male,White,1,5,1,Seperated,Retired,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,0,3,3,0,3,1,3,2,21,0.9722222222,0,0.4,0.1333333333,1,0.8888888889,0.4444444444,1,0.2777777778
2851,85009,Urban,21,Female,Black,6,2,1,Single,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Democracy,3,3,3,0,0,3,3,0,1,2,18,0.5555555556,1,0.4666666667,0.8,1,0.9444444444,0.6111111111,1,0.3333333333
1682,85215,Urban,31,Female,White,4,4,6,Married,Employed Full-time,1,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,1,0,3,1,3,3,1,1,14,0.5,0.16666665,0.6,0.4,1,1,0.6666666667,0.7777777778,0.1666666667
1852,85296,Urban,69,Female,White,8,2,1,Married,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,2,2,2,2,1,2,2,2,1,18,0.6111111111,0.416666675,0.2,0.4,0.2222222222,0.4444444444,0.1111111111,0.9444444444,0.6111111111
2865,86004,Urban,22,Female,White,1,5,5,Married,Unemployed,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,0,1,1,0,2,3,1,2,0,13,0.6388888889,0.75,0.2,0.6666666667,0.2222222222,0.5555555556,0.2777777778,0.7222222222,0.7222222222
1952,0,Urban,72,Female,White,4,2,2,Married,Employed Part-time,2,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,2,0,1,1,1,2,3,19,0.6388888889,0.583333325,0.2666666667,0.6666666667,0.2222222222,0.9444444444,0.7222222222,0.8333333333,0.5555555556
2607,85933,Rural,71,Female,White,6,3,2,Married,Employed Part-time,3,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,2,3,2,2,2,1,3,0,2,20,0.5833333333,0.333333325,0.2,0.7333333333,0.3333333333,1,0.2777777778,1,0.6111111111
2150,86404,Rural,49,Female,White,5,2,3,Widowed,Employed Full-time,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,0,0,1,2,1,3,1,2,1,13,0.5277777778,0.416666675,0.4666666667,0.4,0.3333333333,1,0,0.5,0.5
1965,85301,Urban,29,Female,White,1,2,1,Single,Employed Part-time,2,2,That the people elect the respective head of state in free elections,Democracy,Autocracy,Autocracy,3,1,2,2,0,1,2,3,1,1,16,0.5,0.583333325,0.4666666667,0.4,0.3333333333,0.3333333333,0.4444444444,0.5,0.3888888889
1623,85381,Urban,65,Female,White,8,5,1,Seperated,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,2,0,2,2,3,2,0,1,17,0.7222222222,0.5,0.06666666667,0.7333333333,0.3888888889,0.9444444444,0.7222222222,0.6111111111,0.2222222222
1746,85051,Rural,34,Male,Black,2,2,1,Single,Other,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,3,3,3,0,2,3,1,2,0,17,0.6666666667,0.25,0.2666666667,0.7333333333,0.3888888889,0.6111111111,0.8888888889,0.7222222222,0.4444444444
1589,85249,Urban,54,Male,White,10,5,4,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,1,2,1,1,2,1,2,2,16,0.3333333333,0.833333375,0.4,0.2666666667,0.3888888889,0.7777777778,0.5,0.5555555556,0.2777777778
2441,85301,Urban,35,Male,White,6,5,3,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,2,3,3,3,2,1,1,1,22,0.75,0.25,0.3333333333,0.7333333333,0.4444444444,0.5,0.5,0.5555555556,0.7777777778
2556,85282,Rural,59,Male,Asian,10,5,2,Married,Employed Full-time,2,2,That there is a well-functioning social system,Autocracy,Autocracy,Democracy,1,2,2,1,2,1,2,1,2,2,16,0.4722222222,0.5,0.4,0.6666666667,0.4444444444,0.2777777778,0.3888888889,0.5555555556,0.5
2100,85249,Rural,54,Male,White,4,6,5,Seperated,Employed Full-time,0,2,That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,2,2,1,2,3,1,3,1,1,2,18,0.5555555556,0.5,0.4,0.3333333333,0.4444444444,0.8333333333,0.2777777778,0.6111111111,0.2222222222
2272,85742,Urban,57,Male,Hispanic,6,3,3,Married,Employed Full-time,0,0,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,1,2,3,3,2,1,3,2,1,1,19,0.5277777778,0.583333325,0.4,0.8,0.4444444444,0.7222222222,0.7777777778,0.2777777778,0.5555555556
2608,85086,Urban,73,Female,White,8,5,1,Widowed,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,0,2,2,2,1,2,2,1,16,0.6944444444,0.833333375,0.6,0.3333333333,0.4444444444,0.9444444444,0.6111111111,0.8333333333,0.2222222222
1485,85297,Urban,74,Male,White,10,6,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,2,1,2,1,3,1,1,17,0.7777777778,0.75,0.2,0.6666666667,0.5,0.8888888889,0.7222222222,0.7222222222,0.3333333333
2109,85037,Urban,35,Male,Hispanic,6,2,2,Single,Employed Full-time,0,2,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Autocracy,2,2,3,2,2,1,1,2,2,2,19,0.5,0.16666665,0.2666666667,0.5333333333,0.5,0.5555555556,0.2777777778,0.5555555556,0.5555555556
1520,85716,Urban,25,Female,Hispanic,5,5,2,Married,Other,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,1,1,1,1,2,3,1,1,15,0.75,0.416666675,0.2666666667,0.5333333333,0.5,0.8888888889,0.4444444444,0.7777777778,0.5
2425,85205,Rural,26,Female,White,3,5,4,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,2,3,2,2,1,3,1,1,21,0.8055555556,0.16666665,0.3333333333,0.6,0.5,1,0.5,1,0.8333333333
2074,85298,Rural,43,Female,White,7,5,5,Married,Employed Full-time,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,1,2,2,1,2,1,2,2,19,0.6666666667,0.25,0.3333333333,0.3333333333,0.5,0.6111111111,0.5,0.4444444444,0.5555555556
2124,85022,Urban,57,Male,Black,4,2,3,Married,Retired,1,2,That there is a well-functioning social system,Autocracy,Autocracy,Autocracy,2,2,1,1,2,2,3,0,1,2,16,0.05555555556,0.5,0.3333333333,0.2666666667,0.5,0.6111111111,0.5,0.6666666667,0.3333333333
2367,85373,Urban,57,Male,White,6,6,3,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,2,1,1,2,2,1,2,19,0.5833333333,0.666666675,0,0.7333333333,0.5555555556,0.8333333333,0.3333333333,0.7222222222,0.1111111111
2468,85613,Rural,26,Female,White,5,5,2,Married,Other,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,1,3,2,1,1,3,2,1,1,18,0.75,0.75,0.06666666667,0.6,0.5555555556,0.3888888889,0.4444444444,0.5,0.6111111111
2091,85748,Rural,38,Female,White,8,3,4,Single,Employed Full-time,0,0,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,1,1,1,1,2,2,1,2,17,0.9444444444,0.5,0.2,0.6,0.5555555556,0.8333333333,0.7777777778,0.3888888889,0.7777777778
2491,85365,Urban,69,Female,Hispanic,6,3,3,Married,Retired,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,3,3,2,3,3,2,2,1,0,22,0.6666666667,0.75,0.2,0.8666666667,0.5555555556,1,0.3888888889,1,0.4444444444
1459,85648,Rural,55,Male,Hispanic,5,5,5,Married,Employed Full-time,2,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,1,1,2,3,2,2,1,2,2,1,17,0.6666666667,0.25,0.2666666667,0.7333333333,0.5555555556,0.7777777778,0.5,0.7222222222,0.3888888889
2227,85132,Urban,25,Male,Asian,1,3,1,Single,Employed Full-time,3,0,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Neither,1,2,2,2,2,2,3,2,0,1,17,0.4722222222,0.416666675,0.2666666667,0.6,0.5555555556,0.5555555556,0.5,0.7222222222,0.3888888889
